,GSM2054036,GSM2054037,GSM2054038,GSM2054039,GSM2054040,GSM2054041,GSM2054042,GSM2054043
LTBP2,820,2502,689,237,2875,3847,1506,3518
LTBP3,1875,5722,1483,567,2233,2865,1132,2935
LTBP4,648,2586,658,290,1390,1647,632,1924
LTBR,459,1655,367,161,616,760,280,778
LTC4S,25,117,25,12,86,150,36,96
LTF,2,3,0,0,0,0,0,0
LTK,0,0,0,0,3,15,2,5
LTN1,634,2093,472,212,1109,1460,511,1498
LTV1,227,832,179,79,301,315,135,418
LUC7L,319,1308,287,115,1104,1360,571,1301
LUC7L2,1509,4775,1086,507,4528,5201,2334,5352
LUC7L3,577,1854,380,147,1627,1963,883,1997
LUM,47,290,76,33,480,909,252,580
LURAP1,835,2604,641,261,672,1079,374,966
LURAP1L,31,70,12,5,65,129,35,104
LUZP1,938,3043,768,306,1809,2565,829,2195
LUZP2,1,0,0,0,8,8,3,12
LUZP4,0,0,0,0,0,0,0,0
LVRN,29,68,12,6,49,40,22,57
LXN,20,61,9,7,47,78,19,49
LY6D,0,5,1,1,4,10,3,7
LY6E,909,2765,955,306,2853,4493,1277,3767
LY6G5B,0,4,2,1,1,4,0,2
LY6G5C,0,0,0,0,0,0,0,0
LY6G6C,1,4,1,0,4,3,1,3
LY6G6D,3,23,4,5,4,11,1,6
LY6G6E,0,0,0,0,0,0,0,0
LY6G6F,0,0,0,0,1,1,0,0
LY6H,1,6,1,1,14,20,4,19
LY6K,1,2,1,0,7,13,1,6
LY75,2,11,5,4,25,29,13,28
LY86,14,43,17,2,67,174,29,85
LY9,5,28,12,0,39,148,19,45
LY96,27,144,25,7,29,51,19,34
LYAR,136,566,97,61,371,498,217,499
LYG1,0,0,0,0,0,0,0,0
LYG2,0,0,0,0,0,0,0,0
LYL1,18,90,17,8,77,130,26,88
LYN,195,524,156,60,602,976,298,784
LYNX1,394,1092,236,97,1136,1490,543,1471
LYPD1,8,45,15,5,14,25,20,27
LYPD2,1,0,0,0,0,1,1,0
LYPD3,0,0,0,0,0,0,0,0
LYPD4,0,0,0,0,0,0,0,0
LYPD5,1,3,1,0,1,2,1,2
LYPD6,0,1,0,0,1,3,1,4
LYPD6B,6,10,2,1,6,3,2,5
LYPD8,0,0,0,0,0,0,0,0
LYPLA1,2017,6632,1502,639,2343,3009,1269,3096
LYPLA2,348,1356,276,128,696,840,327,936
LYPLAL1,56,158,40,15,105,160,50,148
LYRM1,82,282,55,27,156,230,63,196
LYRM2,98,349,69,33,232,281,111,310
LYRM4,88,322,64,32,140,200,61,202
LYRM5,1561,4861,1058,477,2132,3064,1207,3061
LYRM7,166,577,126,68,296,353,172,400
LYRM9,178,524,119,43,268,320,119,337
LYSMD1,112,337,71,36,168,218,83,247
LYSMD2,30,91,19,6,63,80,23,75
LYSMD3,289,873,210,100,444,687,288,636
LYSMD4,55,203,33,14,154,189,104,206
LYST,359,931,318,118,776,1022,338,1014
LYVE1,61,108,2,17,72,38,12,39
LYZL1,0,0,0,0,0,0,0,0
LYZL4,0,0,0,0,0,0,0,0
LYZL6,0,0,0,0,0,0,0,0
LZIC,315,1167,242,98,609,693,292,735
LZTFL1,211,683,150,66,515,754,280,726
LZTR1,450,1399,311,146,1238,1582,643,1598
LZTS1,16,69,13,4,49,66,20,51
LZTS2,394,1487,341,154,1119,1424,599,1471
M1AP,1,5,0,0,1,4,1,4
M6PR,1068,4021,869,375,1744,2393,895,2335
MAATS1,13,36,10,4,31,16,6,14
MAB21L1,2,2,1,0,7,2,1,4
MAB21L2,44,122,17,12,59,99,34,76
MAB21L3,0,3,0,1,4,3,3,7
MACC1,0,0,0,0,0,0,0,0
MACF1,10481,28362,9041,3428,11664,13999,5972,13716
MACROD1,451,1301,283,111,2650,3413,1572,3585
MACROD2,21,82,20,11,92,112,48,128
MAD1L1,62,203,47,21,111,147,46,145
MAD2L1,27,75,19,7,142,218,69,163
MAD2L1BP,37,119,36,11,58,93,33,96
MAD2L2,111,402,54,31,325,403,149,445
MADCAM1,1,1,0,1,0,0,1,1
MADD,124,365,96,34,228,310,119,289
MAEA,615,2480,544,245,1166,1501,632,1498
MAEL,0,1,0,0,0,0,0,2
MAF,80,246,54,18,234,410,98,298
MAF1,327,1228,213,104,1106,1489,631,1404
MAFA,1,1,0,0,4,7,1,10
MAFB,752,1726,362,185,419,885,203,585
MAFF,65,317,91,42,118,203,85,139
MAFG,391,1374,309,162,1037,1489,608,1342
MAFK,152,604,122,61,477,590,215,590
MAG,6,8,0,2,5,11,8,18
MAGEA1,0,3,0,0,0,0,0,0
MAGEA10,0,0,0,0,0,0,0,0
MAGEA2,0,1,0,0,0,0,0,0
MAGEA3,0,0,0,0,1,0,0,0
MAGEA4,0,0,0,0,0,0,0,0
MAGEA5,0,0,1,0,0,0,0,0
MAGEA6,0,0,0,0,0,0,0,0
MAGEA8,0,0,0,0,0,0,0,0
MAGEB1,0,0,0,0,0,0,0,0
MAGEB16,0,0,0,0,0,0,0,0
MAGEB18,0,0,0,0,0,0,0,0
MAGEB2,0,0,0,0,0,0,0,0
MAGEB3,0,0,1,0,0,0,0,1
MAGEB4,0,0,0,0,0,0,0,0
MAGEB5,0,0,1,0,0,0,0,0
MAGED1,443,1709,364,178,1863,2146,922,2407
MAGED2,53,262,40,17,229,318,134,310
MAGEE1,21,64,18,8,127,149,61,167
MAGEE2,1,3,0,0,1,0,0,2
MAGEH1,43,178,44,18,77,124,51,118
MAGEL2,9,11,5,2,8,21,9,14
MAGI1,122,277,77,31,413,570,192,497
MAGI2,13,33,5,3,43,48,25,57
MAGI3,173,562,132,58,420,695,274,590
MAGIX,55,201,53,18,147,163,86,214
MAGOH,143,650,112,50,284,381,176,389
MAGOHB,30,81,20,13,81,76,34,103
MAGT1,2271,7751,1571,701,1551,2106,903,2007
MAK,2,3,2,0,3,2,1,3
MAK16,163,626,123,58,275,282,117,349
MAL,470,1977,247,135,47,46,55,90
MAL2,139,490,95,49,68,109,39,93
MALL,55,192,41,25,93,135,62,132
MALRD1,0,0,0,0,0,0,0,0
MALSU1,157,570,114,58,287,327,151,351
MALT1,78,271,65,35,336,615,226,440
MAMDC2,23,62,26,10,125,156,55,142
MAMDC4,46,150,22,10,102,191,69,130
MAML1,164,512,140,56,460,563,249,620
MAML2,57,152,41,22,212,290,118,263
MAML3,56,118,39,14,121,196,67,177
MAMLD1,139,424,127,35,579,999,311,750
MAMSTR,13,46,25,6,26,53,15,58
MAN1A2,372,1140,256,114,636,949,325,843
MAN1B1,260,877,215,82,935,1192,485,1174
MAN1C1,76,222,62,29,155,238,91,197
MAN2A1,807,2908,683,343,1064,1643,560,1335
MAN2A2,1269,3915,951,413,3417,4536,1773,4539
MAN2B1,320,1124,276,112,1022,1521,450,1249
MAN2B2,117,349,79,38,433,655,212,543
MAN2C1,425,1465,387,153,948,1184,489,1252
MANBA,75,245,52,19,422,571,247,496
MANBAL,76,302,66,27,236,295,98,293
MANEA,430,1363,297,111,636,943,339,861
MANEAL,2,4,2,1,12,6,5,6
MANF,1006,4160,641,363,311,393,134,396
MANSC1,29,57,17,6,61,65,20,80
MANSC4,14,16,11,2,8,8,4,9
MAOA,105,536,82,25,360,487,180,469
MAOB,691,2161,489,234,3031,4225,1580,4038
MAP10,38,94,27,14,67,75,24,95
MAP1A,33,108,33,12,130,142,64,158
MAP1B,542,1961,277,146,307,393,116,334
MAP1LC3A,754,2337,562,249,2273,2639,1065,2830
MAP1LC3B,1250,4331,942,450,4127,5153,1968,5312
MAP1S,68,243,69,27,211,226,92,259
MAP2,115,438,87,40,129,168,74,176
MAP2K1,588,1780,441,169,1040,1262,460,1317
MAP2K2,830,3420,688,290,1074,1417,463,1356
MAP2K3,674,2430,437,217,587,778,287,853
MAP2K4,617,2016,440,190,663,989,313,859
MAP2K5,241,825,164,81,443,618,225,568
MAP2K6,10,14,6,2,115,173,40,152
MAP2K7,472,1679,341,144,908,1276,490,1155
MAP3K1,271,1007,294,126,1119,1832,594,1486
MAP3K10,118,374,100,33,405,512,171,462
MAP3K11,330,1455,285,155,849,1195,414,1182
MAP3K12,63,228,50,27,129,193,82,194
MAP3K13,16,46,12,0,29,48,16,41
MAP3K14,32,146,30,12,153,131,64,152
MAP3K15,46,129,19,15,64,93,34,87
MAP3K19,2,5,0,0,1,3,2,3
MAP3K2,415,1239,309,123,1222,1479,502,1410
MAP3K3,298,985,244,134,852,1204,445,1133
MAP3K4,233,612,185,58,480,649,267,657
MAP3K5,354,1115,288,111,955,1225,474,1236
MAP3K6,320,810,153,104,379,427,204,524
MAP3K7,848,2805,753,320,1119,1382,550,1421
MAP3K7CL,4,31,6,6,20,19,9,40
MAP3K8,35,118,39,14,66,119,32,97
MAP3K9,19,41,11,8,12,31,13,24
MAP4,854,2633,657,287,2246,2991,979,3163
MAP4K1,4,19,7,2,54,75,21,45
MAP4K2,390,1390,344,144,947,1103,487,1266
MAP4K3,449,1468,360,140,1308,1851,740,1742
MAP4K4,1402,4582,1294,584,2077,3368,1105,2659
MAP4K5,337,1115,258,126,811,1185,456,1008
MAP6,48,105,25,17,128,276,73,200
MAP6D1,1,0,1,0,3,2,0,0
MAP7,107,318,75,31,119,176,59,158
MAP7D1,478,1860,390,188,872,1118,427,1264
MAP7D2,5,18,2,3,4,6,6,6
MAP9,54,186,51,27,78,130,30,129
MAPK1,1631,5267,1280,527,2559,3445,1327,3437
MAPK10,3,10,1,1,3,2,0,1
MAPK11,22,77,23,9,88,127,46,95
MAPK12,53,220,54,24,274,281,142,371
MAPK13,4,9,3,1,2,3,2,4
MAPK14,903,2924,684,282,1589,2240,949,1998
MAPK15,1,0,1,0,2,5,0,3
MAPK1IP1L,412,1453,343,144,800,951,374,996
MAPK3,566,2008,484,187,1497,1978,755,2129
MAPK4,3,1,2,0,2,1,0,0
MAPK6,328,1297,258,128,655,925,374,830
MAPK7,47,213,59,21,203,251,119,272
MAPK8,258,927,237,75,520,670,239,624
MAPK8IP1,26,79,19,8,67,115,36,67
MAPK8IP2,4,12,6,2,2,2,1,0
MAPK8IP3,862,3104,793,346,2750,3357,1352,3342
MAPK9,555,1704,368,141,1184,1583,619,1631
MAPKAP1,677,2370,527,233,925,1192,457,1205
MAPKAPK2,3482,11936,2979,1297,3582,4575,1935,4599
MAPKAPK3,254,866,245,76,499,704,263,640
MAPKAPK5,270,1033,226,103,554,771,268,795
MAPKBP1,251,749,159,68,495,499,224,579
MAPRE1,642,2635,545,220,1394,1803,724,1819
MAPRE2,202,574,131,72,517,787,273,843
MAPRE3,820,3025,697,294,544,723,255,716
MAPT,256,905,237,117,2719,3822,1318,3351
MARC1,31,73,32,5,13,14,4,16
MARC2,799,3252,786,326,1222,1557,616,1557
MARCH1,12,34,13,5,61,117,14,40
MARCH10,1,0,0,0,1,1,0,0
MARCH11,0,0,0,0,0,0,0,0
MARCH2,802,2330,516,211,1692,2332,944,2385
MARCH3,44,189,40,20,74,115,40,71
MARCH4,1,3,1,0,7,7,5,8
MARCH5,3350,12145,2724,1149,3084,4283,1552,4130
MARCH6,1446,4752,1117,460,3248,4319,1612,4191
MARCH7,377,1344,319,123,1471,1703,738,1889
MARCH8,567,1671,346,162,1970,2834,1018,2636
MARCH9,4,40,9,2,47,56,23,76
MARCKS,353,1370,355,110,1619,2640,618,1939
MARCKSL1,13,53,12,8,99,129,27,108
MARCO,0,0,0,0,2,5,1,1
MARK1,80,179,58,25,74,97,61,125
MARK2,669,2243,542,195,1194,1500,615,1520
MARK3,836,3032,592,287,985,1187,478,1264
MARK4,223,737,167,67,499,709,222,635
MARS,434,1543,379,147,1231,1517,579,1551
MARS2,272,747,174,75,300,312,124,368
MARVELD1,347,1175,272,105,1238,1555,620,1713
MARVELD2,17,35,12,2,15,25,14,8
MARVELD3,1,2,0,0,0,0,0,1
MAS1,0,3,0,0,22,18,16,24
MASP1,4,10,2,1,2,0,2,4
MASP2,0,1,0,0,6,6,3,17
MAST1,7,12,5,0,16,19,8,33
MAST2,510,1662,429,150,653,930,334,930
MAST3,76,206,62,26,213,355,129,282
MAST4,200,619,191,67,569,734,276,744
MASTL,2,22,4,2,21,29,9,25
MAT1A,0,0,0,0,0,0,0,0
MAT2A,1886,7161,1378,673,4789,5307,2332,5804
MAT2B,982,3795,826,338,1499,2047,798,1880
MATK,6,18,9,2,11,50,5,23
MATN1,0,0,0,0,0,0,0,0
MATN2,49,188,39,27,227,285,141,351
MATN3,0,0,0,0,0,1,0,0
MATN4,5,8,3,0,20,16,16,25
MATR3,1017,3549,873,328,2887,3486,1422,3757
MAU2,542,1740,420,172,1377,1867,715,1821
MAVS,1970,6450,1367,607,1455,1965,781,1902
MAX,271,1014,200,94,714,999,354,946
MAZ,189,869,211,79,1175,1713,671,1398
MB,126,133,98,74,62,99,76,384
MB21D1,8,20,8,4,38,58,24,37
MB21D2,16,56,18,6,45,60,14,61
MBD1,293,926,170,92,400,439,214,499
MBD2,408,1523,309,176,1429,1969,704,1878
MBD3,462,1767,357,160,871,1129,402,1171
MBD3L1,0,0,0,0,0,0,0,0
MBD3L2,0,1,0,0,0,0,0,1
MBD4,19,72,11,7,51,59,13,62
MBD5,205,675,169,85,644,871,323,801
MBD6,500,1839,517,214,879,1001,430,1119
MBIP,67,187,45,13,166,201,92,211
MBL2,0,1,0,0,0,0,0,0
MBLAC1,17,91,16,8,41,44,20,51
MBLAC2,78,247,64,23,290,479,156,388
MBNL1,2918,9213,2456,1051,4982,6774,2199,6758
MBNL2,2965,9447,2058,962,3654,5215,1870,4798
MBNL3,37,111,17,9,87,135,54,106
MBOAT1,10,26,10,6,14,13,9,22
MBOAT2,7,30,12,2,26,43,17,33
MBOAT4,1,2,1,0,6,6,0,4
MBOAT7,474,1664,411,162,1082,1423,541,1428
MBP,281,1087,304,133,670,792,560,955
MBTD1,214,759,145,75,666,763,383,796
MBTPS1,718,2133,529,241,1505,2074,861,2009
MBTPS2,209,759,180,87,378,536,160,465
MC1R,1,3,1,1,2,2,1,2
MC2R,5,15,5,0,65,78,41,91
MC3R,0,8,2,1,4,5,2,1
MC4R,0,0,0,0,0,0,0,0
MC5R,1,1,1,1,4,2,1,8
MCAM,327,1151,297,112,1970,2563,998,2637
MCAT,319,988,251,86,525,704,229,695
MCC,256,882,251,120,317,385,126,479
MCCC1,1618,4377,1028,486,2545,3493,1494,3489
MCCC2,792,1894,572,213,1544,1884,936,2098
MCEE,1261,3482,849,396,861,1148,444,1113
MCEMP1,1,6,1,1,7,13,5,13
MCF2,0,1,0,0,0,0,0,0
MCF2L,584,1678,375,226,556,745,314,730
MCFD2,1132,3493,622,334,1643,2034,837,2150
MCHR1,1,0,0,0,0,0,0,0
MCIDAS,1,2,0,0,3,1,3,2
MCL1,1033,3504,806,372,2576,3660,1274,3086
MCM10,10,12,4,0,25,37,16,29
MCM2,27,105,30,8,86,121,35,111
MCM3,33,141,46,18,102,182,51,139
MCM3AP,312,961,241,99,669,865,364,897
MCM4,54,152,30,19,230,337,117,272
MCM5,25,67,23,2,84,125,38,93
MCM6,43,163,60,17,144,207,63,155
MCM7,93,434,89,39,289,390,139,398
MCM8,51,107,22,13,171,292,106,230
MCM9,53,168,36,17,123,173,63,138
MCMBP,338,1315,264,115,628,863,327,865
MCMDC2,7,26,8,1,17,34,14,39
MCOLN1,495,1879,366,154,694,892,342,890
MCOLN2,1,5,1,1,9,18,3,8
MCOLN3,0,1,0,0,0,0,0,0
MCPH1,29,80,13,10,181,291,114,234
MCRS1,318,1340,274,142,396,539,204,557
MCTP1,10,23,4,2,26,54,7,21
MCTP2,14,32,4,2,14,12,6,15
MCTS1,445,1587,343,153,736,981,393,889
MCU,240,721,181,73,302,438,181,456
MCUR1,3340,10413,2677,1011,4825,6473,2547,6388
MDC1,159,572,135,46,630,901,292,751
MDFI,3,4,1,3,6,8,3,2
MDFIC,342,1056,191,101,1144,1626,562,1523
MDGA1,2,4,3,0,3,10,2,40
MDGA2,6,30,9,5,33,36,23,38
MDH1,11724,46494,9567,4183,10031,14079,5706,13548
MDH1B,1,0,0,0,4,4,1,1
MDH2,10689,36432,7712,3446,11059,14689,5847,14829
MDK,3,2,1,1,8,23,6,21
MDM1,45,104,34,13,107,150,59,143
MDM2,465,1576,339,158,786,972,458,1030
MDM4,583,1728,432,179,2796,3270,1520,3203
MDN1,373,1072,315,144,1343,1474,578,1559
MDP1,112,465,78,30,309,416,156,454
ME1,3212,12536,3318,1082,2659,3985,1225,3628
ME2,81,227,58,18,221,301,76,249
ME3,379,1124,245,125,1611,1724,929,2078
MEA1,295,1180,270,104,639,840,305,818
MEAF6,87,351,65,30,346,420,163,383
MECOM,143,436,135,53,424,519,185,505
MECP2,374,1089,296,125,1055,1397,482,1406
MECR,1752,5353,1059,516,2620,3469,1258,3296
MED1,762,2268,527,231,1040,1336,516,1322
MED10,82,313,61,26,164,248,81,222
MED11,44,183,25,14,76,116,36,118
MED12,637,1914,502,206,2443,2791,1307,2942
MED12L,61,163,52,22,1039,1208,609,1182
MED13,1016,3314,858,406,1898,2325,855,2389
MED13L,577,1460,408,187,1226,1976,702,1635
MED14,478,1430,359,152,776,1097,425,1068
MED15,253,971,236,103,650,851,329,828
MED16,462,1423,338,124,470,640,230,588
MED17,177,682,144,73,387,457,184,504
MED18,13,82,11,3,31,55,20,53
MED19,125,490,118,33,189,251,103,267
MED20,376,1313,289,140,649,793,366,868
MED21,164,574,111,56,366,444,205,465
MED22,424,1673,324,154,929,1155,448,1087
MED23,264,772,183,76,615,824,300,783
MED24,450,1579,391,152,607,659,265,813
MED25,450,1582,359,160,1086,1416,520,1532
MED26,42,196,28,27,154,117,72,167
MED27,95,328,75,30,159,176,69,183
MED28,279,1085,218,106,624,804,312,817
MED29,178,599,122,56,167,203,93,269
MED30,89,272,46,23,232,307,109,295
MED31,41,160,34,13,113,135,66,138
MED4,115,422,96,43,328,412,156,410
MED6,83,266,63,24,176,208,101,243
MED7,124,453,84,44,234,291,111,303
MED8,251,1024,243,92,287,342,140,382
MED9,158,701,163,67,390,553,183,504
MEDAG,60,211,42,23,218,224,82,206
MEF2A,1053,3679,845,357,2486,3341,1194,3274
MEF2B,1,6,1,1,11,13,14,13
MEF2C,154,464,142,51,553,827,298,883
MEF2D,1417,5154,1253,519,1698,1981,907,2073
MEFV,0,6,0,0,4,37,1,12
MEGF10,0,3,1,1,11,13,5,11
MEGF11,9,37,8,0,15,16,12,18
MEGF6,25,125,21,9,34,33,12,44
MEGF8,623,1978,529,188,1619,2104,802,2023
MEGF9,2884,10220,2621,1107,1398,1701,666,1793
MEI1,0,0,0,0,0,0,0,0
MEI4,2,6,3,0,7,4,4,11
MEIG1,0,0,0,0,0,1,0,0
MEIKIN,0,0,0,0,0,0,0,0
MEIOB,2,19,2,2,11,16,13,21
MEIOC,2,6,0,0,4,5,0,3
MEIS1,89,289,89,27,131,136,59,177
MEIS2,124,313,88,40,195,251,100,233
MEIS3,14,45,15,4,35,61,19,34
MELK,0,2,0,0,9,26,4,2
MEMO1,514,1761,434,151,692,872,324,884
MEN1,316,1153,276,97,527,608,217,612
MEOX1,54,166,57,26,133,206,58,161
MEOX2,123,431,108,56,395,660,217,507
MEP1A,0,0,0,0,0,0,0,0
MEP1B,0,0,0,0,0,0,0,0
MEPCE,161,512,115,42,603,718,336,846
MEPE,0,0,0,0,0,0,0,0
MERTK,124,383,107,56,285,417,143,380
MESDC1,223,964,220,114,455,642,248,614
MESDC2,423,1509,306,137,810,958,406,995
MESP1,1,3,0,0,0,1,0,1
MESP2,3,11,2,0,5,6,6,7
MEST,42,122,37,7,60,133,38,118
MET,553,1784,443,184,1115,1604,618,1395
METAP1,472,1882,356,170,573,735,285,724
METAP1D,320,1131,257,111,853,1189,468,1064
METAP2,1075,3532,809,350,1733,2366,930,2387
METRN,17,55,8,7,26,39,18,51
METRNL,63,253,52,22,82,157,41,69
METTL1,84,318,42,29,137,115,50,167
METTL10,90,273,74,41,198,267,93,259
METTL11B,1,0,0,0,0,0,0,0
METTL13,61,283,50,26,187,182,83,212
METTL14,136,455,107,40,257,331,141,335
METTL15,39,115,19,7,90,151,40,105
METTL16,309,1062,252,99,412,503,211,535
METTL17,217,830,185,88,335,399,158,446
METTL18,27,97,25,8,51,63,29,84
METTL21A,68,184,43,16,177,244,84,200
METTL21B,9,7,2,0,11,10,12,8
METTL21C,1,3,0,0,1,2,3,14
METTL22,87,273,51,26,237,301,109,351
METTL23,314,1046,209,92,498,483,218,591
METTL24,11,12,4,0,18,24,13,22
METTL25,64,181,54,20,61,97,45,97
METTL3,92,393,77,36,225,276,104,280
METTL4,102,211,76,24,226,332,101,291
METTL5,146,477,115,39,240,331,115,284
METTL6,120,410,78,37,262,302,123,376
METTL7B,0,0,0,0,0,0,0,0
METTL8,87,287,75,19,200,270,109,278
METTL9,471,1830,334,106,891,1276,443,1173
MEX3A,6,21,5,3,33,20,17,31
MEX3B,7,33,6,2,24,50,25,29
MEX3C,395,1200,260,127,700,933,369,949
MEX3D,38,155,24,17,148,172,91,174
MFAP2,4,16,4,1,22,39,12,31
MFAP3,247,776,174,83,513,630,254,679
MFAP3L,26,90,26,14,88,93,54,116
MFAP4,4,9,5,2,5,25,3,15
MFAP5,31,70,17,12,127,209,43,97
MFF,1225,4414,955,404,1841,2195,885,2319
MFGE8,1764,8272,1243,663,2284,3747,1038,3214
MFHAS1,120,473,135,46,287,350,130,344
MFN1,1229,4302,852,362,2080,2769,1055,2713
MFN2,5266,15892,3758,1669,6283,8414,3217,8416
MFNG,59,196,49,23,232,276,118,279
MFRP,1,14,3,0,6,13,5,6
MFSD1,343,1336,242,131,715,1076,331,972
MFSD10,61,227,51,32,250,325,115,338
MFSD11,333,1561,266,114,550,758,344,808
MFSD12,159,469,129,43,404,606,184,552
MFSD14A,487,1724,400,155,943,1062,440,1158
MFSD14B,442,1386,309,128,823,1123,453,1052
MFSD2A,1696,3659,670,365,4,2,4,3
MFSD2B,13,38,13,8,45,50,44,62
MFSD3,60,183,45,21,56,113,37,117
MFSD4A,135,490,132,64,618,777,334,824
MFSD5,153,655,122,62,317,406,154,487
MFSD6,80,235,51,26,182,267,88,228
MFSD6L,1,0,0,1,3,7,3,3
MFSD8,358,1158,316,119,719,860,383,919
MFSD9,42,146,31,9,144,193,74,145
MGA,822,2233,698,301,1753,2099,832,2193
MGAM,0,0,0,0,0,3,1,6
MGARP,0,1,0,0,1,2,0,1
MGAT1,344,1480,366,143,842,1128,467,1147
MGAT2,277,985,188,91,480,675,258,654
MGAT3,8,9,10,2,20,36,23,27
MGAT4A,141,424,90,43,392,560,186,494
MGAT4B,637,2116,419,183,1174,1498,546,1618
MGAT4C,0,5,1,1,3,2,2,4
MGAT4D,0,0,0,0,0,0,0,0
MGAT5,123,439,112,33,263,386,132,351
MGAT5B,0,0,0,0,12,8,3,7
MGEA5,657,2203,576,256,1524,1935,811,1888
MGLL,10986,35612,8973,3283,8158,9481,4461,11036
MGME1,101,292,74,32,474,576,219,600
MGMT,42,91,23,13,208,272,111,235
MGP,280,937,193,94,470,610,324,755
MGRN1,1400,4681,1043,490,2028,2455,1051,2794
MGST1,2642,12381,2377,821,6883,8861,3997,9225
MGST2,6,48,13,3,48,48,17,46
MGST3,58,219,57,12,744,1023,389,972
MIA,3,0,0,0,0,1,2,0
MIA2,0,0,0,0,0,1,0,0
MIA3,466,1617,332,171,1040,1307,544,1409
MIB1,546,1723,466,207,1784,2621,848,2249
MIB2,381,1367,354,134,976,1169,503,1140
MICAL1,33,155,33,19,117,249,88,182
MICAL2,228,656,217,80,539,851,284,823
MICAL3,924,2785,677,273,1705,1942,867,2119
MICALCL,1,4,0,0,6,9,4,6
MICALL1,886,2919,631,258,2435,3759,1154,2999
MICALL2,22,68,22,9,88,153,39,125
MICU1,592,1926,375,187,819,1210,453,1113
MICU2,326,1047,204,88,793,1053,367,968
MICU3,208,601,137,60,488,625,220,627
MID1,82,254,66,23,213,216,99,228
MID1IP1,318,920,210,86,381,772,229,592
MID2,250,699,188,77,472,651,242,636
MIDN,719,3026,691,313,1625,2601,898,1987
MIEF1,551,1912,424,177,864,1078,413,1039
MIEF2,314,1109,244,110,534,661,320,740
MIEN1,195,866,180,62,460,631,223,647
MIER1,432,1585,332,161,1051,1242,553,1326
MIER2,69,248,51,17,118,180,75,183
MIER3,227,709,192,83,525,605,263,717
MIF,238,968,167,93,546,802,223,759
MIF4GD,494,1678,428,178,1409,1676,795,1858
MIIP,150,578,131,50,135,217,87,201
MILR1,3,17,3,3,22,41,6,25
MINA,274,1036,238,85,314,438,176,458
MINK1,511,1497,391,159,1110,1511,535,1493
MINOS1,1544,5837,1205,529,2251,2672,1192,3011
MINPP1,248,836,216,83,293,339,119,367
MIOS,238,835,169,86,397,553,220,541
MIOX,0,0,0,0,0,0,0,0
MIP,1,2,0,1,0,1,0,1
MIPEP,498,1417,337,144,1373,1975,778,1914
MIPOL1,12,53,12,8,138,269,89,200
MIS12,103,405,91,38,270,366,157,365
MIS18A,10,49,13,5,67,95,38,72
MIS18BP1,6,8,2,2,15,34,9,14
MISP,0,1,0,0,1,4,1,1
MITD1,46,232,39,24,147,212,64,206
MITF,76,172,41,20,169,257,91,243
MIXL1,0,0,0,0,0,0,0,0
MKI67,16,44,22,3,108,442,57,119
MKKS,664,2196,528,201,735,941,405,973
MKL1,116,337,94,41,221,362,105,259
MKL2,284,751,203,71,588,708,269,712
MKLN1,1162,3789,878,373,1816,2413,946,2366
MKNK1,164,594,115,61,385,679,223,558
MKNK2,2429,7338,1950,709,9672,14608,5205,12443
MKRN1,250,977,209,94,561,847,251,698
MKRN2,396,1276,302,148,1139,1515,523,1362
MKRN2OS,4,10,5,2,6,5,4,4
MKRN3,2,18,7,0,23,36,9,34
MKS1,35,98,23,9,120,164,64,157
MKX,0,0,0,0,1,2,0,3
MLANA,0,1,0,0,1,0,0,2
MLC1,0,2,0,0,0,0,0,0
MLEC,4223,14259,3049,1138,5353,7624,2516,6666
MLF1,2,7,1,0,9,6,9,103
MLF2,2023,6849,1636,658,2832,3878,1534,3745
MLH1,126,447,119,29,216,263,108,254
MLH3,167,469,136,46,304,376,131,402
MLIP,6,8,6,1,3,1,12,37
MLKL,31,140,35,11,76,112,46,89
MLLT1,334,1132,283,138,487,603,233,652
MLLT10,234,777,207,95,733,1094,410,875
MLLT11,42,148,24,10,110,184,59,141
MLLT3,80,154,62,23,275,406,110,361
MLLT4,781,2414,587,259,3989,6143,1955,5350
MLLT6,500,1783,434,199,2157,2664,1114,2527
MLPH,58,140,27,6,63,85,49,75
MLST8,227,791,183,78,291,348,130,389
MLX,460,1752,359,168,333,482,194,444
MLXIP,429,1364,340,152,1401,1588,713,1655
MLXIPL,1831,5594,1523,602,4684,5173,2758,6013
MLYCD,2041,6887,1617,609,1195,1375,634,1589
MMAA,439,1184,296,99,873,1048,439,1103
MMAB,318,791,276,83,661,876,308,745
MMACHC,915,2964,669,275,830,991,373,1101
MMADHC,901,2990,585,296,1094,1393,590,1450
MMD,1485,4958,1385,433,4122,5511,1725,5475
MMD2,385,1346,297,131,204,118,68,266
MME,1933,5996,1672,548,4936,7155,2585,6676
MMEL1,2,3,0,0,3,2,4,7
MMGT1,1653,5812,1262,522,1404,1736,700,1945
MMP10,0,0,0,0,0,0,0,0
MMP11,38,79,27,2,114,286,77,154
MMP12,16,67,16,8,151,392,41,163
MMP13,1,5,2,1,16,47,6,24
MMP14,89,357,77,37,281,487,150,320
MMP15,233,631,218,75,690,1093,391,993
MMP16,2,5,1,0,14,15,12,14
MMP17,36,115,28,11,86,95,44,98
MMP19,296,945,205,81,506,540,224,628
MMP2,139,554,174,51,668,815,291,719
MMP20,0,1,0,0,0,0,1,0
MMP21,0,0,0,0,0,0,2,0
MMP24,0,1,0,0,3,3,1,0
